Time,BaseRaw,CurrentRaw,Change
0.0,278.86,277.8,1.0600000000000023
0.204,278.86,275.4,3.4600000000000364
0.408,278.86,269.2,9.660000000000025
0.612,278.86,261.4,17.460000000000036
0.816,278.86,255.2,23.660000000000025
1.02,278.86,262.2,16.660000000000025
1.224,278.86,268.8,10.060000000000002
1.429,278.86,281.4,2.5399999999999636
1.633,278.86,295.6,16.74000000000001
1.837,278.86,305.2,26.339999999999975
2.041,278.86,303.6,24.74000000000001
2.245,278.86,294.4,15.539999999999964
2.449,278.86,281.2,2.339999999999975
2.653,278.86,269.2,9.660000000000025
2.857,278.86,264.2,14.660000000000025
3.061,278.86,269.6,9.259999999999991
3.265,278.86,281.0,2.1399999999999864
3.469,278.86,293.8,14.939999999999998
3.673,278.86,303.0,24.139999999999986
3.878,278.86,301.2,22.339999999999975
4.082,278.86,291.2,12.339999999999975
4.286,278.86,277.4,1.4600000000000364
4.49,278.86,264.8,14.060000000000002
4.694,278.86,259.0,19.860000000000014
4.898,278.86,263.8,15.060000000000002
5.102,278.86,275.4,3.4600000000000364
5.306,278.86,288.6,9.740000000000009
5.51,278.86,298.8,19.939999999999998
5.714,278.86,298.0,19.139999999999986
5.918,278.86,289.2,10.339999999999975
6.122,278.86,275.8,3.0600000000000023
6.327,278.86,263.4,15.460000000000036
6.531,278.86,257.4,21.460000000000036
6.735,278.86,261.6,17.25999999999999
6.939,278.86,272.6,6.259999999999991
7.143,278.86,286.0,7.139999999999986
7.347,278.86,296.4,17.539999999999964
7.551,278.86,296.4,17.539999999999964
7.755,278.86,288.4,9.539999999999964
7.959,278.86,275.4,3.4600000000000364
8.163,278.86,262.6,16.25999999999999
8.367,278.86,255.8,23.060000000000002
8.571,278.86,259.4,19.460000000000036
8.776,278.86,270.2,8.660000000000025
8.98,278.86,283.6,4.740000000000009
9.184,278.86,294.6,15.740000000000009
9.388,278.86,296.0,17.139999999999986
9.592,278.86,288.4,9.539999999999964
9.796,278.86,275.8,3.0600000000000023
10.0,278.86,263.4,15.460000000000036
10.1,278.9,256.2,22.7
10.2,278.9,256.2,22.7
10.3,278.9,269.8,9.1
10.4,278.9,269.4,9.5
10.5,278.9,275.6,3.3
10.6,278.9,275.2,3.7
10.7,278.9,276.6,2.3
10.8,278.9,275.4,3.5
10.9,278.9,274.8,4.1
11.0,278.9,276.2,2.7
11.1,278.9,274.8,4.1
11.2,278.9,278.6,0.3
11.3,278.9,279.0,0.0
11.4,278.9,280.4,0.0
11.5,278.9,282.6,0.0
11.6,278.9,282.2,0.0
11.7,278.9,285.2,0.0
11.8,278.9,284.8,0.0
11.9,278.9,286.4,0.0
12.0,278.9,287.2,0.0
12.1,278.9,286.2,0.0
12.2,278.9,288.0,0.0
12.3,278.9,285.6,0.0
12.4,278.9,286.8,0.0
12.5,278.9,286.6,0.0
12.6,278.9,286.0,0.0
12.7,278.9,287.6,0.0
12.8,278.9,284.2,0.0
12.9,278.9,286.4,0.0
13.0,278.9,285.4,0.0
13.1,278.9,284.6,0.0
13.2,278.9,285.6,0.0
13.3,278.9,283.4,0.0
13.4,278.9,285.6,0.0
13.5,278.9,284.4,0.0
13.6,278.9,285.2,0.0
13.7,278.9,285.8,0.0
13.8,278.9,284.6,0.0
13.9,278.9,287.0,0.0
14.0,278.9,286.2,0.0
14.1,278.9,287.6,0.0
14.2,278.9,288.0,0.0
14.3,278.9,287.4,0.0
14.4,278.9,289.0,0.0
14.5,278.9,285.2,0.0
14.6,278.9,286.6,0.0
14.7,278.9,286.4,0.0
14.8,278.9,285.4,0.0
14.9,278.9,286.8,0.0
15.0,278.9,283.8,0.0
15.1,278.9,286.2,0.0
15.2,278.9,284.4,0.0
15.3,278.9,283.8,0.0
15.4,278.9,283.4,0.0
15.5,278.9,280.4,0.0
