Time,BaseRaw,CurrentRaw,Change
0.0,310.69,319.6,8.910000000000025
0.204,310.69,311.4,0.7099999999999795
0.408,310.69,301.2,9.490000000000009
0.612,310.69,292.2,18.49000000000001
0.816,310.69,288.0,22.689999999999998
1.02,310.69,297.0,13.689999999999998
1.224,310.69,308.6,2.089999999999975
1.429,310.69,321.8,11.110000000000014
1.633,310.69,331.8,21.110000000000014
1.837,310.69,329.4,18.70999999999998
2.041,310.69,320.4,9.70999999999998
2.245,310.69,307.4,3.2900000000000205
2.449,310.69,296.2,14.490000000000009
2.653,310.69,292.2,18.49000000000001
2.857,310.69,299.2,11.490000000000009
3.061,310.69,311.2,0.5099999999999909
3.265,310.69,324.0,13.310000000000002
3.469,310.69,332.6,21.910000000000025
3.673,310.69,328.8,18.110000000000014
3.878,310.69,318.6,7.910000000000025
4.082,310.69,305.8,4.889999999999986
4.286,310.69,295.8,14.889999999999986
4.49,310.69,293.8,16.889999999999986
4.694,310.69,302.2,8.490000000000009
4.898,310.69,314.8,4.110000000000014
5.102,310.69,326.6,15.910000000000025
5.306,310.69,332.4,21.70999999999998
5.51,310.69,326.4,15.70999999999998
5.714,310.69,314.8,4.110000000000014
5.918,310.69,302.0,8.689999999999998
6.122,310.69,293.6,17.089999999999975
6.327,310.69,294.2,16.49000000000001
6.531,310.69,304.2,6.490000000000009
6.735,310.69,317.4,6.7099999999999795
6.939,310.69,328.6,17.910000000000025
7.143,310.69,330.8,20.110000000000014
7.347,310.69,323.4,12.70999999999998
7.551,310.69,311.0,0.3100000000000023
7.755,310.69,298.6,12.089999999999975
7.959,310.69,292.4,18.29000000000002
8.163,310.69,296.2,14.490000000000009
8.367,310.69,307.0,3.6899999999999977
8.571,310.69,320.0,9.310000000000002
8.776,310.69,330.2,19.50999999999999
8.98,310.69,329.2,18.50999999999999
9.184,310.69,320.4,9.70999999999998
9.388,310.69,307.6,3.089999999999975
9.592,310.69,295.8,14.889999999999986
9.796,310.69,291.0,19.689999999999998
10.0,310.69,296.6,14.089999999999975
10.1,310.7,321.6,0.0
10.2,310.7,321.6,0.0
10.3,310.7,324.2,0.0
10.4,310.7,324.0,0.0
10.5,310.7,312.4,0.0
10.6,310.7,312.4,0.0
10.7,310.7,311.6,0.0
10.8,310.7,313.4,0.0
10.9,310.7,308.6,2.1
11.0,310.7,310.4,0.3
11.1,310.7,310.2,0.5
11.2,310.7,309.4,1.3
11.3,310.7,310.8,0.0
11.4,310.7,308.8,1.9
11.5,310.7,312.4,0.0
11.6,310.7,311.4,0.0
11.7,310.7,312.0,0.0
11.8,310.7,312.8,0.0
11.9,310.7,311.2,0.0
12.0,310.7,313.2,0.0
12.1,310.7,312.2,0.0
12.2,310.7,312.8,0.0
12.3,310.7,313.0,0.0
12.4,310.7,312.2,0.0
12.5,310.7,313.6,0.0
12.6,310.7,310.6,0.1
12.7,310.7,312.2,0.0
12.8,310.7,312.2,0.0
12.9,310.7,311.4,0.0
13.0,310.7,312.8,0.0
13.1,310.7,309.0,1.7
13.2,310.7,311.2,0.0
13.3,310.7,310.2,0.5
13.4,310.7,310.2,0.5
13.5,310.7,311.2,0.0
13.6,310.7,309.8,0.9
13.7,310.7,312.6,0.0
13.8,310.7,312.0,0.0
13.9,310.7,312.4,0.0
14.0,310.7,313.0,0.0
14.1,310.7,311.8,0.0
14.2,310.7,313.2,0.0
14.3,310.7,311.8,0.0
14.4,310.7,312.8,0.0
14.5,310.7,313.0,0.0
14.6,310.7,312.0,0.0
14.7,310.7,313.6,0.0
14.8,310.7,310.2,0.5
14.9,310.7,311.2,0.0
15.0,310.7,310.8,0.0
15.1,310.7,310.6,0.1
15.2,310.7,312.0,0.0
15.3,310.7,309.0,1.7
15.4,310.7,312.2,0.0
15.5,310.7,312.0,0.0
15.6,310.7,312.2,0.0
15.7,310.7,313.8,0.0
15.8,310.7,312.8,0.0
15.9,310.7,315.2,0.0
16.0,310.7,314.2,0.0
16.1,310.7,314.6,0.0
16.2,310.7,312.8,0.0
16.3,310.7,310.2,0.5
16.4,310.7,309.6,1.1
16.5,310.7,305.0,5.7
16.6,310.7,304.2,6.5
16.7,310.7,301.8,8.9
16.8,310.7,300.6,10.1
16.9,310.7,303.0,7.7
17.0,310.7,297.0,13.7
17.1,310.7,307.2,3.5
17.2,310.7,300.4,10.3
17.3,310.7,310.6,0.1
17.4,310.7,304.4,6.3
17.5,310.7,307.4,3.3
17.6,310.7,306.8,3.9
17.7,310.7,304.2,6.5
17.8,310.7,305.0,5.7
17.9,310.7,303.6,7.1
18.0,310.7,305.6,5.1
18.1,310.7,304.8,5.9
18.2,310.7,305.8,4.9
18.3,310.7,306.4,4.3
18.4,310.7,305.2,5.5
18.5,310.7,307.0,3.7
18.6,310.7,304.2,6.5
18.7,310.7,305.6,5.1
18.8,310.7,305.4,5.3
18.9,310.7,304.6,6.1
19.0,310.7,306.2,4.5
19.1,310.7,303.8,6.9
19.2,310.7,306.0,4.7
19.3,310.7,305.2,5.5
19.4,310.7,305.2,5.5
19.5,310.7,306.0,4.7
19.6,310.7,304.2,6.5
19.7,310.7,306.2,4.5
19.8,310.7,305.2,5.5
19.9,310.7,306.0,4.7
20.0,310.7,306.4,4.3
20.1,310.7,305.2,5.5
20.2,310.7,308.8,1.9
20.3,310.7,301.8,8.9
20.4,310.7,310.0,0.7
20.5,310.7,303.6,7.1
20.6,310.7,309.2,1.5
20.7,310.7,305.6,5.1
20.8,310.7,307.4,3.3
20.9,310.7,306.6,4.1
21.0,310.7,304.2,6.5
21.1,310.7,308.0,2.7
21.2,310.7,302.4,8.3
21.3,310.7,309.8,0.9
21.4,310.7,302.0,8.7
21.5,310.7,310.6,0.1
