Time,BaseRaw,CurrentRaw,Change
0.0,235.71,242.2,6.489999999999981
0.204,235.71,241.6,5.889999999999986
0.408,235.71,241.2,5.489999999999981
0.612,235.71,239.8,4.090000000000003
0.816,235.71,235.8,0.09000000000000341
1.02,235.71,232.2,3.5100000000000193
1.224,235.71,229.4,6.310000000000002
1.429,235.71,227.2,8.51000000000002
1.633,235.71,226.2,9.51000000000002
1.837,235.71,227.8,7.909999999999997
2.041,235.71,229.2,6.510000000000019
2.245,235.71,229.2,6.510000000000019
2.449,235.71,228.4,7.310000000000002
2.653,235.71,227.4,8.310000000000002
2.857,235.71,226.0,9.710000000000008
3.061,235.71,224.2,11.51000000000002
3.265,235.71,223.0,12.710000000000008
3.469,235.71,222.2,13.51000000000002
3.673,235.71,222.6,13.110000000000014
3.878,235.71,225.4,10.310000000000002
4.082,235.71,230.2,5.510000000000019
4.286,235.71,236.2,0.4899999999999807
4.49,235.71,242.4,6.689999999999998
4.694,235.71,247.2,11.48999999999998
4.898,235.71,249.8,14.090000000000003
5.102,235.71,250.0,14.289999999999992
5.306,235.71,248.4,12.689999999999998
5.51,235.71,246.4,10.689999999999998
5.714,235.71,244.2,8.48999999999998
5.918,235.71,241.8,6.090000000000003
6.122,235.71,240.2,4.489999999999981
6.327,235.71,239.4,3.6899999999999977
6.531,235.71,238.6,2.8899999999999864
6.735,235.71,238.0,2.289999999999992
6.939,235.71,238.0,2.289999999999992
7.143,235.71,238.2,2.4899999999999807
7.347,235.71,238.0,2.289999999999992
7.551,235.71,238.2,2.4899999999999807
7.755,235.71,238.4,2.6899999999999977
7.959,235.71,238.0,2.289999999999992
8.163,235.71,237.2,1.4899999999999807
8.367,235.71,236.8,1.0900000000000034
8.571,235.71,236.4,0.6899999999999977
8.776,235.71,236.0,0.28999999999999204
8.98,235.71,236.0,0.28999999999999204
9.184,235.71,236.2,0.4899999999999807
9.388,235.71,236.2,0.4899999999999807
9.592,235.71,236.0,0.28999999999999204
9.796,235.71,236.0,0.28999999999999204
10.0,235.71,236.0,0.28999999999999204
10.1,235.7,236.6,0.0
10.2,235.7,236.8,0.0
10.3,235.7,237.2,0.0
10.4,235.7,237.6,0.0
10.5,235.7,237.6,0.0
10.6,235.7,237.6,0.0
10.7,235.7,238.0,0.0
10.8,235.7,238.0,0.0
10.9,235.7,238.2,0.0
11.0,235.7,238.8,0.0
11.1,235.7,238.8,0.0
11.2,235.7,238.8,0.0
11.3,235.7,238.6,0.0
11.4,235.7,238.6,0.0
11.5,235.7,238.4,0.0
11.6,235.7,238.4,0.0
11.7,235.7,238.4,0.0
11.8,235.7,238.8,0.0
11.9,235.7,238.6,0.0
12.0,235.7,238.6,0.0
12.1,235.7,238.6,0.0
12.2,235.7,238.2,0.0
12.3,235.7,238.0,0.0
12.4,235.7,238.2,0.0
12.5,235.7,238.0,0.0
12.6,235.7,238.0,0.0
12.7,235.7,238.4,0.0
12.8,235.7,238.4,0.0
12.9,235.7,238.2,0.0
13.0,235.7,238.2,0.0
13.1,235.7,238.4,0.0
13.2,235.7,238.2,0.0
13.3,235.7,238.2,0.0
13.4,235.7,238.4,0.0
13.5,235.7,238.4,0.0
13.6,235.7,238.2,0.0
13.7,235.7,238.4,0.0
13.8,235.7,238.2,0.0
13.9,235.7,237.8,0.0
14.0,235.7,238.0,0.0
14.1,235.7,238.0,0.0
14.2,235.7,237.8,0.0
14.3,235.7,238.0,0.0
14.4,235.7,238.4,0.0
14.5,235.7,238.2,0.0
14.6,235.7,238.0,0.0
14.7,235.7,238.0,0.0
14.8,235.7,238.2,0.0
14.9,235.7,237.8,0.0
15.0,235.7,238.0,0.0
15.1,235.7,238.6,0.0
15.2,235.7,238.8,0.0
15.3,235.7,238.6,0.0
15.4,235.7,238.8,0.0
15.5,235.7,238.4,0.0
15.6,235.7,237.8,0.0
15.7,235.7,237.4,0.0
15.8,235.7,237.6,0.0
15.9,235.7,238.2,0.0
16.0,235.7,239.2,0.0
16.1,235.7,240.8,0.0
16.2,235.7,243.2,0.0
16.3,235.7,245.0,0.0
16.4,235.7,246.6,0.0
16.5,235.7,248.2,0.0
16.6,235.7,248.6,0.0
16.7,235.7,248.4,0.0
16.8,235.7,248.6,0.0
16.9,235.7,248.4,0.0
17.0,235.7,247.6,0.0
17.1,235.7,247.6,0.0
17.2,235.7,247.2,0.0
17.3,235.7,246.4,0.0
17.4,235.7,246.0,0.0
17.5,235.7,246.4,0.0
17.6,235.7,246.2,0.0
17.7,235.7,246.6,0.0
17.8,235.7,247.4,0.0
17.9,235.7,248.0,0.0
18.0,235.7,247.8,0.0
18.1,235.7,248.4,0.0
18.2,235.7,248.6,0.0
18.3,235.7,248.4,0.0
18.4,235.7,248.4,0.0
18.5,235.7,248.4,0.0
18.6,235.7,248.4,0.0
18.7,235.7,247.8,0.0
18.8,235.7,247.8,0.0
18.9,235.7,247.4,0.0
19.0,235.7,247.4,0.0
19.1,235.7,247.2,0.0
19.2,235.7,247.4,0.0
19.3,235.7,247.2,0.0
19.4,235.7,247.0,0.0
19.5,235.7,247.0,0.0
19.6,235.7,246.6,0.0
19.7,235.7,246.2,0.0
19.8,235.7,246.0,0.0
19.9,235.7,246.4,0.0
20.0,235.7,246.4,0.0
20.1,235.7,246.6,0.0
20.2,235.7,247.2,0.0
20.3,235.7,247.8,0.0
20.4,235.7,247.8,0.0
20.5,235.7,247.6,0.0
20.6,235.7,247.6,0.0
20.7,235.7,247.4,0.0
20.8,235.7,246.8,0.0
20.9,235.7,246.6,0.0
21.0,235.7,247.0,0.0
21.1,235.7,247.2,0.0
21.2,235.7,247.4,0.0
21.3,235.7,247.6,0.0
21.4,235.7,247.6,0.0
21.5,235.7,247.6,0.0
21.6,235.7,247.6,0.0
21.7,235.7,247.8,0.0
21.8,235.7,248.0,0.0
21.9,235.7,248.2,0.0
22.0,235.7,248.2,0.0
22.1,235.7,247.8,0.0
22.2,235.7,247.4,0.0
22.3,235.7,247.8,0.0
22.4,235.7,248.0,0.0
22.5,235.7,248.0,0.0
22.6,235.7,248.4,0.0
22.7,235.7,248.4,0.0
22.8,235.7,247.8,0.0
22.9,235.7,247.2,0.0
23.0,235.7,246.2,0.0
23.1,235.7,244.6,0.0
23.2,235.7,242.8,0.0
23.3,235.7,240.8,0.0
23.4,235.7,238.6,0.0
23.5,235.7,237.2,0.0
23.6,235.7,236.4,0.0
23.7,235.7,236.2,0.0
23.8,235.7,236.4,0.0
23.9,235.7,236.4,0.0
24.0,235.7,236.2,0.0
24.1,235.7,236.2,0.0
24.2,235.7,236.2,0.0
24.3,235.7,236.2,0.0
24.4,235.7,236.8,0.0
24.5,235.7,238.0,0.0
24.6,235.7,239.4,0.0
24.7,235.7,241.4,0.0
24.8,235.7,244.4,0.0
24.9,235.7,248.0,0.0
25.0,235.7,251.2,0.0
25.1,235.7,253.8,0.0
25.2,235.7,254.8,0.0
25.3,235.7,253.6,0.0
25.4,235.7,251.6,0.0
25.5,235.7,249.6,0.0
25.6,235.7,247.8,0.0
25.7,235.7,246.8,0.0
25.8,235.7,246.8,0.0
25.9,235.7,247.4,0.0
26.0,235.7,247.8,0.0
26.1,235.7,248.6,0.0
26.2,235.7,249.8,0.0
26.3,235.7,251.0,0.0
26.4,235.7,251.8,0.0
26.5,235.7,252.6,0.0
26.6,235.7,253.0,0.0
26.7,235.7,253.0,0.0
26.8,235.7,253.0,0.0
26.9,235.7,253.2,0.0
27.0,235.7,253.2,0.0
27.1,235.7,253.2,0.0
27.2,235.7,253.4,0.0
27.3,235.7,253.2,0.0
27.4,235.7,253.0,0.0
27.5,235.7,253.0,0.0
27.6,235.7,253.2,0.0
27.7,235.7,253.0,0.0
27.8,235.7,253.2,0.0
27.9,235.7,253.2,0.0
28.0,235.7,253.2,0.0
28.1,235.7,253.2,0.0
28.2,235.7,253.4,0.0
28.3,235.7,253.4,0.0
28.4,235.7,253.6,0.0
28.5,235.7,253.8,0.0
28.6,235.7,253.6,0.0
28.7,235.7,253.4,0.0
