Time,BaseRaw,CurrentRaw,Change
0.0,211.2,211.0,0.19999999999998863
0.204,211.2,207.8,3.3999999999999773
0.408,211.2,200.8,10.399999999999977
0.612,211.2,192.6,18.599999999999994
0.816,211.2,186.2,25.0
1.02,211.2,192.8,18.399999999999977
1.224,211.2,199.4,11.799999999999983
1.429,211.2,212.0,0.8000000000000114
1.633,211.2,225.2,14.0
1.837,211.2,234.4,23.200000000000017
2.041,211.2,233.2,22.0
2.245,211.2,223.8,12.600000000000023
2.449,211.2,210.0,1.1999999999999886
2.653,211.2,197.8,13.399999999999977
2.857,211.2,191.6,19.599999999999994
3.061,211.2,195.8,15.399999999999977
3.265,211.2,207.2,4.0
3.469,211.2,221.4,10.200000000000017
3.673,211.2,232.4,21.200000000000017
3.878,211.2,233.4,22.200000000000017
4.082,211.2,225.8,14.600000000000023
4.286,211.2,212.6,1.4000000000000057
4.49,211.2,199.0,12.199999999999989
4.694,211.2,190.8,20.399999999999977
4.898,211.2,192.8,18.399999999999977
5.102,211.2,203.0,8.199999999999989
5.306,211.2,217.0,5.800000000000011
5.51,211.2,229.0,17.80000000000001
5.714,211.2,233.0,21.80000000000001
5.918,211.2,227.4,16.200000000000017
6.122,211.2,214.8,3.6000000000000227
6.327,211.2,200.8,10.399999999999977
6.531,211.2,191.0,20.19999999999999
6.735,211.2,190.4,20.799999999999983
6.939,211.2,199.2,12.0
7.143,211.2,213.0,1.8000000000000114
7.347,211.2,226.0,14.800000000000011
7.551,211.2,232.8,21.600000000000023
7.755,211.2,229.0,17.80000000000001
7.959,211.2,217.8,6.600000000000023
8.163,211.2,203.6,7.599999999999994
8.367,211.2,192.6,18.599999999999994
8.571,211.2,189.8,21.399999999999977
8.776,211.2,197.2,14.0
8.98,211.2,210.0,1.1999999999999886
9.184,211.2,223.4,12.200000000000017
9.388,211.2,232.0,20.80000000000001
9.592,211.2,230.0,18.80000000000001
9.796,211.2,220.2,9.0
10.0,211.2,207.0,4.199999999999989
10.1,211.2,189.0,22.2
10.2,211.2,190.4,20.8
10.3,211.2,204.4,6.8
10.4,211.2,207.6,3.6
10.5,211.2,215.8,0.0
10.6,211.2,226.0,0.0
10.7,211.2,222.2,0.0
10.8,211.2,224.0,0.0
10.9,211.2,223.0,0.0
11.0,211.2,225.0,0.0
11.1,211.2,221.6,0.0
11.2,211.2,223.0,0.0
11.3,211.2,222.4,0.0
11.4,211.2,221.0,0.0
11.5,211.2,222.6,0.0
11.6,211.2,219.4,0.0
11.7,211.2,221.4,0.0
11.8,211.2,220.0,0.0
11.9,211.2,220.4,0.0
12.0,211.2,223.0,0.0
12.1,211.2,222.8,0.0
12.2,211.2,227.0,0.0
12.3,211.2,228.8,0.0
12.4,211.2,230.8,0.0
12.5,211.2,233.0,0.0
12.6,211.2,231.8,0.0
12.7,211.2,234.6,0.0
12.8,211.2,232.4,0.0
12.9,211.2,233.2,0.0
13.0,211.2,233.0,0.0
13.1,211.2,231.0,0.0
13.2,211.2,232.4,0.0
13.3,211.2,228.2,0.0
13.4,211.2,229.4,0.0
13.5,211.2,228.6,0.0
13.6,211.2,227.8,0.0
13.7,211.2,229.8,0.0
13.8,211.2,227.4,0.0
13.9,211.2,230.0,0.0
14.0,211.2,229.2,0.0
14.1,211.2,228.8,0.0
14.2,211.2,230.0,0.0
14.3,211.2,227.6,0.0
14.4,211.2,229.6,0.0
14.5,211.2,228.6,0.0
14.6,211.2,230.0,0.0
14.7,211.2,235.2,0.0
14.8,211.2,243.8,0.0
14.9,211.2,255.8,0.0
15.0,211.2,262.0,0.0
15.1,211.2,272.4,0.0
15.2,211.2,276.2,0.0
15.3,211.2,274.6,0.0
15.4,211.2,275.4,0.0
15.5,211.2,270.6,0.0
15.6,211.2,270.6,0.0
15.7,211.2,267.6,0.0
15.8,211.2,267.6,0.0
15.9,211.2,272.0,0.0
16.0,211.2,274.8,0.0
16.1,211.2,286.2,0.0
16.2,211.2,295.4,0.0
16.3,211.2,304.4,0.0
16.4,211.2,309.4,0.0
16.5,211.2,310.2,0.0
16.6,211.2,309.8,0.0
16.7,211.2,304.6,0.0
16.8,211.2,301.0,0.0
16.9,211.2,298.2,0.0
17.0,211.2,295.2,0.0
17.1,211.2,296.4,0.0
17.2,211.2,293.6,0.0
17.3,211.2,295.2,0.0
17.4,211.2,295.4,0.0
17.5,211.2,295.0,0.0
17.6,211.2,296.8,0.0
17.7,211.2,294.8,0.0
17.8,211.2,296.8,0.0
17.9,211.2,296.2,0.0
18.0,211.2,296.4,0.0
