epoch,accuracy,loss,val_accuracy,val_loss
1,0.25134265422821045,1.8641886711120605,0.3690987229347229,1.8995968103408813
2,0.3866809904575348,1.6219547986984253,0.557939887046814,1.8182024955749512
3,0.4747583270072937,1.3671659231185913,0.5793991684913635,1.6497914791107178
4,0.543501615524292,1.206526756286621,0.545064389705658,1.4656720161437988
5,0.6079484224319458,1.086659550666809,0.5665236115455627,1.344988465309143
6,0.6294307112693787,1.0180448293685913,0.5879828333854675,1.2199534177780151
7,0.655209481716156,0.9568033814430237,0.5793991684913635,1.1204650402069092
8,0.660580039024353,0.9552061557769775,0.6394850015640259,1.0601081848144531
9,0.6885069608688354,0.8908265233039856,0.6137338876724243,0.9916725754737854
10,0.6938775777816772,0.8717990517616272,0.6266094446182251,0.9351752996444702
11,0.7067669034004211,0.8480252027511597,0.6566523313522339,0.8599337339401245
12,0.7196562886238098,0.8000271916389465,0.6566523313522339,0.8164214491844177
13,0.7422126531600952,0.8125213980674744,0.6824034452438354,0.7927703261375427
14,0.733619749546051,0.7761401534080505,0.6952789425849915,0.7160298228263855
15,0.7379162311553955,0.7639023661613464,0.6995708346366882,0.725411057472229
16,0.7561761736869812,0.7338875532150269,0.6952789425849915,0.6680741310119629
17,0.7465091347694397,0.7480385303497314,0.729613721370697,0.651426374912262
18,0.7551020383834839,0.7298891544342041,0.7124463319778442,0.6459775567054749
19,0.7679914236068726,0.690657913684845,0.7725321650505066,0.5971667766571045
20,0.7679914236068726,0.6890004277229309,0.7596566677093506,0.5961053967475891
21,0.7808807492256165,0.6668996810913086,0.7768240571022034,0.5558742880821228
22,0.7798066735267639,0.6558351516723633,0.7982832789421082,0.5646241307258606
23,0.7916219234466553,0.6461573839187622,0.7982832789421082,0.5229035019874573
24,0.7883995771408081,0.6532442569732666,0.7811158895492554,0.5561268925666809
25,0.7798066735267639,0.6579869985580444,0.8154506683349609,0.5104321241378784
26,0.7948442697525024,0.6286314129829407,0.8025751113891602,0.5146968364715576
27,0.7991406917572021,0.6065600514411926,0.7854077219963074,0.5453594923019409
28,0.7991406917572021,0.6039973497390747,0.8154506683349609,0.5090950727462769
29,0.8077335953712463,0.584104597568512,0.8025751113891602,0.48920565843582153
30,0.8216971158981323,0.5596908330917358,0.8025751113891602,0.47807008028030396
31,0.8216971158981323,0.5611551403999329,0.8454935550689697,0.45652663707733154
32,0.815252423286438,0.5789822936058044,0.832617998123169,0.4779839813709259
33,0.809881865978241,0.5716657638549805,0.8240343332290649,0.47301915287971497
34,0.8281418085098267,0.5425596237182617,0.8369098901748657,0.46721264719963074
35,0.8410311341285706,0.5185163021087646,0.8540772795677185,0.43696993589401245
36,0.8216971158981323,0.506870448589325,0.8454935550689697,0.4284891188144684
37,0.831364095211029,0.5123667120933533,0.8240343332290649,0.4789152145385742
38,0.8431794047355652,0.5369213819503784,0.8283261656761169,0.47971639037132263
39,0.8410311341285706,0.49706655740737915,0.8497853875160217,0.43644580245018005
40,0.831364095211029,0.5035942792892456,0.8154506683349609,0.4855287969112396
41,0.839957058429718,0.4873342216014862,0.8369098901748657,0.41887304186820984
42,0.8549946546554565,0.45743435621261597,0.8454935550689697,0.41444429755210876
43,0.8657357692718506,0.4483928978443146,0.8454935550689697,0.41445672512054443
44,0.8754028081893921,0.4207576513290405,0.8669527769088745,0.40900933742523193
45,0.8496240377426147,0.45675909519195557,0.8369098901748657,0.44004708528518677
46,0.8625134229660034,0.42926397919654846,0.832617998123169,0.42778345942497253
47,0.8560687303543091,0.4455077648162842,0.8412017226219177,0.4174596965312958
48,0.8711063265800476,0.4157472252845764,0.8412017226219177,0.4548819363117218
49,0.8668099045753479,0.3849615454673767,0.832617998123169,0.4458358585834503
50,0.8796992301940918,0.3993380069732666,0.8369098901748657,0.4202937185764313
51,0.8861439228057861,0.4046427011489868,0.8497853875160217,0.4121854603290558
52,0.8528463840484619,0.4052417278289795,0.8497853875160217,0.39023181796073914
53,0.8689581155776978,0.40671586990356445,0.8497853875160217,0.38999995589256287
54,0.8732545375823975,0.38151267170906067,0.8497853875160217,0.41445058584213257
55,0.8839957118034363,0.39447522163391113,0.8755365014076233,0.3911680579185486
56,0.8721804618835449,0.40382182598114014,0.8540772795677185,0.40572118759155273
57,0.8764768838882446,0.40284326672554016,0.8540772795677185,0.40632718801498413
58,0.8743286728858948,0.39530786871910095,0.8497853875160217,0.40880632400512695
59,0.8839957118034363,0.3927588164806366,0.8497853875160217,0.3958675265312195
60,0.8775510191917419,0.3892460763454437,0.8626609444618225,0.40484657883644104
