epoch,accuracy,loss,val_accuracy,val_loss
1,0.1856677532196045,2.088374137878418,0.350649356842041,2.02004337310791
2,0.23127035796642303,1.97783625125885,0.47186148166656494,1.9906938076019287
3,0.3224755823612213,1.8429816961288452,0.4502164423465729,1.9456456899642944
4,0.3431053161621094,1.6661067008972168,0.5194805264472961,1.849004864692688
5,0.4006514549255371,1.4960689544677734,0.48051947355270386,1.7463606595993042
6,0.4288816452026367,1.3524110317230225,0.48917749524116516,1.6393297910690308
7,0.463626503944397,1.2595255374908447,0.48051947355270386,1.5330524444580078
8,0.5048859715461731,1.1995888948440552,0.5454545617103577,1.414948582649231
9,0.48642778396606445,1.1674944162368774,0.5584415793418884,1.4005874395370483
10,0.5320304036140442,1.0887864828109741,0.5541125535964966,1.2857062816619873
11,0.5439739227294922,1.0596117973327637,0.5670995712280273,1.2178226709365845
12,0.5613463521003723,1.0307116508483887,0.5800865888595581,1.1224939823150635
13,0.5928338766098022,1.0082929134368896,0.5930736064910889,1.1511473655700684
14,0.5884907841682434,0.9940908551216125,0.6017315983772278,1.0671806335449219
15,0.6102063059806824,0.9428864121437073,0.6103895902633667,1.0586680173873901
16,0.6123778223991394,0.9056877493858337,0.6450216174125671,0.9959924817085266
17,0.6026058793067932,0.8904542326927185,0.6580086350440979,0.9735774397850037
18,0.6221498250961304,0.9104761481285095,0.6363636255264282,0.9654777646064758
19,0.638436496257782,0.8501108288764954,0.6320346593856812,1.0028995275497437
20,0.6330075860023499,0.8547425866127014,0.6320346593856812,1.07590913772583
21,0.6438653469085693,0.8171108961105347,0.6709956526756287,0.9279053211212158
22,0.6753528714179993,0.7872183918952942,0.701298713684082,0.8935871720314026
23,0.6579804420471191,0.7724366188049316,0.6233766078948975,1.0121220350265503
24,0.660152018070221,0.7532460689544678,0.6666666865348816,0.8689891695976257
25,0.6775244474411011,0.7463504672050476,0.6580086350440979,0.8798093795776367
26,0.6590662598609924,0.7390610575675964,0.6666666865348816,0.9263346195220947
27,0.6894679665565491,0.7046518921852112,0.6536796689033508,0.9223402738571167
28,0.6894679665565491,0.6663835644721985,0.6450216174125671,0.9791486263275146
29,0.6959826350212097,0.6602681279182434,0.6623376607894897,0.9044198989868164
30,0.7046688199043274,0.6444597244262695,0.6709956526756287,0.8771869540214539
31,0.709011971950531,0.6520130038261414,0.6839826703071594,0.8611669540405273
32,0.7024973034858704,0.6478145718574524,0.6753246784210205,0.8752433061599731
33,0.7079261541366577,0.6070414185523987,0.6839826703071594,0.8915215730667114
34,0.7003257274627686,0.6275855302810669,0.6926407217979431,0.8765920400619507
35,0.7133550643920898,0.6341139674186707,0.6969696879386902,0.8540367484092712
36,0.7252985835075378,0.5986973643302917,0.7142857313156128,0.8120129704475403
37,0.732899010181427,0.5693957805633545,0.6926407217979431,0.8055729269981384
38,0.7144408226013184,0.5751477479934692,0.6839826703071594,0.892240583896637
39,0.723127007484436,0.5999172925949097,0.701298713684082,0.8680866360664368
40,0.7187839150428772,0.5741468667984009,0.7142857313156128,0.8429710865020752
41,0.7448425889015198,0.5533724427223206,0.7142857313156128,0.88129723072052
42,0.7415852546691895,0.5419345498085022,0.709956705570221,0.8363262414932251
43,0.7404994368553162,0.5449385643005371,0.7229437232017517,0.8240693211555481
44,0.7361563444137573,0.545181155204773,0.7186146974563599,0.8011071085929871
45,0.7459283471107483,0.5548577308654785,0.7186146974563599,0.7952976822853088
46,0.7633007764816284,0.5308057069778442,0.6969696879386902,0.8192063570022583
47,0.7437567710876465,0.5309240818023682,0.7142857313156128,0.8011946082115173
48,0.7665581107139587,0.5070308446884155,0.7229437232017517,0.8041847944259644
49,0.7372421026229858,0.5152831673622131,0.7229437232017517,0.8096285462379456
50,0.7600434422492981,0.4953433871269226,0.7316017150878906,0.8001154065132141
51,0.7448425889015198,0.5268515944480896,0.7229437232017517,0.8079689145088196
52,0.7459283471107483,0.5113041996955872,0.709956705570221,0.8240522146224976
53,0.7654722929000854,0.49976682662963867,0.7229437232017517,0.8277117013931274
54,0.7480998635292053,0.5083553791046143,0.7272727489471436,0.8161449432373047
55,0.7665581107139587,0.48155638575553894,0.7229437232017517,0.8101087808609009
