I525.1 | CurrentRaw=397.4 | Change=127.7 => Cola or other liquid
Time=822.1s | BaseRaw=5ýInitial floor measurement (5s)... Keep the sensor on the empty floor.
Collecting baseline... RawAvg=383.20
Collecting baseline... RawAvg=381.60
Collecting baseline... RawAvg=375.20
Collecting baseline... RawAvg=367.60
Collecting baseline... RawAvg=362.00
Collecting baseline... RawAvg=369.80
Collecting baseline... RawAvg=378.80
Collecting baseline... RawAvg=394.20
Collecting baseline... RawAvg=408.40
Collecting baseline... RawAvg=414.00
Collecting baseline... RawAvg=409.20
Collecting baseline... RawAvg=395.40
Collecting baseline... RawAvg=380.00
Collecting baseline... RawAvg=370.00
Collecting baseline... RawAvg=371.60
Collecting baseline... RawAvg=383.60
Collecting baseline... RawAvg=399.80
Collecting baseline... RawAvg=411.40
Collecting baseline... RawAvg=413.40
Collecting baseline... RawAvg=404.80
Collecting baseline... RawAvg=389.60
Collecting baseline... RawAvg=375.60
Collecting baseline... RawAvg=370.00
Collecting baseline... RawAvg=376.40
Collecting baseline... RawAvg=391.20
Collecting baseline... RawAvg=406.80
Collecting baseline... RawAvg=414.60
Collecting baseline... RawAvg=412.20
Collecting baseline... RawAvg=400.00
Collecting baseline... RawAvg=384.20
Collecting baseline... RawAvg=372.20
Collecting baseline... RawAvg=371.60
Collecting baseline... RawAvg=382.00
Collecting baseline... RawAvg=398.00
Collecting baseline... RawAvg=411.00
Collecting baseline... RawAvg=415.00
Collecting baseline... RawAvg=408.20
Collecting baseline... RawAvg=393.60
Collecting baseline... RawAvg=378.80
Collecting baseline... RawAvg=371.00
Collecting baseline... RawAvg=375.20
Collecting baseline... RawAvg=388.60
Collecting baseline... RawAvg=404.20
Collecting baseline... RawAvg=413.00
Collecting baseline... RawAvg=412.20
Collecting baseline... RawAvg=401.60
Collecting baseline... RawAvg=386.20
Collecting baseline... RawAvg=373.60
Collecting baseline... RawAvg=371.60
Collecting baseline... RawAvg=380.80

Baseline collection complete! Starting detection.
Final Base Raw Average = 390.06
--------------------------------------------------------------------------
Time=0.1s | BaseRaw=390.1 | CurrentRaw=412.0 | Change=0.0 => Floor (empty)
Time=0.2s | BaseRaw=390.1 | CurrentRaw=409.2 | Change=0.0 => Floor (empty)
Time=0.3s | BaseRaw=390.1 | CurrentRaw=413.8 | Change=0.0 => Floor (empty)
Time=0.4s | BaseRaw=390.1 | CurrentRaw=405.4 | Change=0.0 => Floor (empty)
Time=0.5s | BaseRaw=390.1 | CurrentRaw=393.6 | Change=0.0 => Floor (empty)
Time=0.6s | BaseRaw=390.1 | CurrentRaw=391.6 | Change=0.0 => Floor (empty)
Time=0.7s | BaseRaw=390.1 | CurrentRaw=391.4 | Change=0.0 => Floor (empty)
Time=0.8s | BaseRaw=390.1 | CurrentRaw=394.2 | Change=0.0 => Floor (empty)
Time=0.9s | BaseRaw=390.1 | CurrentRaw=390.8 | Change=0.0 => Floor (empty)
Time=1.0s | BaseRaw=390.1 | CurrentRaw=395.2 | Change=0.0 => Floor (empty)
Time=1.1s | BaseRaw=390.1 | CurrentRaw=390.4 | Change=0.0 => Floor (empty)
Time=1.2s | BaseRaw=390.1 | CurrentRaw=392.2 | Change=0.0 => Floor (empty)
Time=1.3s | BaseRaw=390.1 | CurrentRaw=392.4 | Change=0.0 => Floor (empty)
Time=1.4s | BaseRaw=390.1 | CurrentRaw=390.2 | Change=0.0 => Floor (empty)
Time=1.5s | BaseRaw=390.1 | CurrentRaw=394.4 | Change=0.0 => Floor (empty)
Time=1.6s | BaseRaw=390.1 | CurrentRaw=390.2 | Change=0.0 => Floor (empty)
Time=1.7s | BaseRaw=390.1 | CurrentRaw=393.2 | Change=0.0 => Floor (empty)
Time=1.8s | BaseRaw=390.1 | CurrentRaw=391.2 | Change=0.0 => Floor (empty)
Time=1.9s | BaseRaw=390.1 | CurrentRaw=391.2 | Change=0.0 => Floor (empty)
Time=2.0s | BaseRaw=390.1 | CurrentRaw=393.8 | Change=0.0 => Floor (empty)
Time=2.1s | BaseRaw=390.1 | CurrentRaw=390.6 | Change=0.0 => Floor (empty)
Time=2.2s | BaseRaw=390.1 | CurrentRaw=395.0 | Change=0.0 => Floor (empty)
Time=2.3s | BaseRaw=390.1 | CurrentRaw=390.4 | Change=0.0 => Floor (empty)
Time=2.4s | BaseRaw=390.1 | CurrentRaw=392.2 | Change=0.0 => Floor (empty)
Time=2.5s | BaseRaw=390.1 | CurrentRaw=392.6 | Change=0.0 => Floor (empty)
Time=2.6s | BaseRaw=390.1 | CurrentRaw=390.6 | Change=0.0 => Floor (empty)
Time=2.7s | BaseRaw=390.1 | CurrentRaw=394.6 | Change=0.0 => Floor (empty)
Time=2.8s | BaseRaw=390.1 | CurrentRaw=390.6 | Change=0.0 => Floor (empty)
Time=2.9s | BaseRaw=390.1 | CurrentRaw=393.4 | Change=0.0 => Floor (empty)
Time=3.0s | BaseRaw=390.1 | CurrentRaw=391.4 | Change=0.0 => Floor (empty)
Time=3.1s | BaseRaw=390.1 | CurrentRaw=391.6 | Change=0.0 => Floor (empty)
Time=3.2s | BaseRaw=390.1 | CurrentRaw=394.2 | Change=0.0 => Floor (empty)
Time=3.3s | BaseRaw=390.1 | CurrentRaw=391.2 | Change=0.0 => Floor (empty)
Time=3.4s | BaseRaw=390.1 | CurrentRaw=395.4 | Change=0.0 => Floor (empty)
Time=3.5s | BaseRaw=390.1 | CurrentRaw=391.0 | Change=0.0 => Floor (empty)
Time=3.6s | BaseRaw=390.1 | CurrentRaw=392.4 | Change=0.0 => Floor (empty)
Time=3.7s | BaseRaw=390.1 | CurrentRaw=392.8 | Change=0.0 => Floor (empty)
Time=3.8s | BaseRaw=390.1 | CurrentRaw=390.6 | Change=0.0 => Floor (empty)
Time=3.9s | BaseRaw=390.1 | CurrentRaw=394.8 | Change=0.0 => Floor (empty)
Time=4.0s | BaseRaw=390.1 | CurrentRaw=391.0 | Change=0.0 => Floor (empty)
Time=4.1s | BaseRaw=390.1 | CurrentRaw=394.0 | Change=0.0 => Floor (empty)
Time=4.2s | BaseRaw=390.1 | CurrentRaw=392.4 | Change=0.0 => Floor (empty)
Time=4.3s | BaseRaw=390.1 | CurrentRaw=392.4 | Change=0.0 => Floor (empty)
Time=4.4s | BaseRaw=390.1 | CurrentRaw=394.8 | Change=0.0 => Floor (empty)
Time=4.5s | BaseRaw=390.1 | CurrentRaw=391.4 | Change=0.0 => Floor (empty)
Time=4.6s | BaseRaw=390.1 | CurrentRaw=395.0 | Change=0.0 => Floor (empty)
Time=4.7s | BaseRaw=390.1 | CurrentRaw=390.8 | Change=0.0 => Floor (empty)
