þInitial floor measurement (5s)... Keep the sensor on the empty floor.
Collecting baseline... RawAvg=609.00
Collecting baseline... RawAvg=620.20
Collecting baseline... RawAvg=624.80
Collecting baseline... RawAvg=624.00
Collecting baseline... RawAvg=621.60
Collecting baseline... RawAvg=622.80
Collecting baseline... RawAvg=618.00
Collecting baseline... RawAvg=625.20
Collecting baseline... RawAvg=640.80
Collecting baseline... RawAvg=656.40
Collecting baseline... RawAvg=664.20
Collecting baseline... RawAvg=660.80
Collecting baseline... RawAvg=647.60
Collecting baseline... RawAvg=631.00
Collecting baseline... RawAvg=619.20
Collecting baseline... RawAvg=619.20
Collecting baseline... RawAvg=630.60
Collecting baseline... RawAvg=647.40
Collecting baseline... RawAvg=660.60
Collecting baseline... RawAvg=664.20
Collecting baseline... RawAvg=656.40
Collecting baseline... RawAvg=641.00
Collecting baseline... RawAvg=625.80
Collecting baseline... RawAvg=618.60
Collecting baseline... RawAvg=623.80
Collecting baseline... RawAvg=638.60
Collecting baseline... RawAvg=655.80
Collecting baseline... RawAvg=666.40
Collecting baseline... RawAvg=666.80
Collecting baseline... RawAvg=656.60
Collecting baseline... RawAvg=641.20
Collecting baseline... RawAvg=628.60
Collecting baseline... RawAvg=627.40
Collecting baseline... RawAvg=639.00
Collecting baseline... RawAvg=658.60
Collecting baseline... RawAvg=677.40
Collecting baseline... RawAvg=687.20
Collecting baseline... RawAvg=684.20
Collecting baseline... RawAvg=670.60
Collecting baseline... RawAvg=653.80
Collecting baseline... RawAvg=642.80
Collecting baseline... RawAvg=645.00
Collecting baseline... RawAvg=659.60
Collecting baseline... RawAvg=680.00
Collecting baseline... RawAvg=696.60
Collecting baseline... RawAvg=703.60
Collecting baseline... RawAvg=698.60
Collecting baseline... RawAvg=685.20
Collecting baseline... RawAvg=671.00
Collecting baseline... RawAvg=664.20

Baseline collection complete! Starting detection.
Final Base Raw Average = 649.44
--------------------------------------------------------------------------
Time=0.1s | BaseRaw=649.4 | CurrentRaw=676.0 | Change=0.0 => Floor (empty)
Time=0.2s | BaseRaw=649.4 | CurrentRaw=678.8 | Change=0.0 => Floor (empty)
Time=0.3s | BaseRaw=649.4 | CurrentRaw=678.8 | Change=0.0 => Floor (empty)
Time=0.4s | BaseRaw=649.4 | CurrentRaw=684.6 | Change=0.0 => Floor (empty)
Time=0.5s | BaseRaw=649.4 | CurrentRaw=670.2 | Change=0.0 => Floor (empty)
Time=0.6s | BaseRaw=649.4 | CurrentRaw=672.6 | Change=0.0 => Floor (empty)
Time=0.7s | BaseRaw=649.4 | CurrentRaw=668.4 | Change=0.0 => Floor (empty)
Time=0.8s | BaseRaw=649.4 | CurrentRaw=672.6 | Change=0.0 => Floor (empty)
Time=0.9s | BaseRaw=649.4 | CurrentRaw=670.8 | Change=0.0 => Floor (empty)
Time=1.0s | BaseRaw=649.4 | CurrentRaw=676.6 | Change=0.0 => Floor (empty)
Time=1.1s | BaseRaw=649.4 | CurrentRaw=682.8 | Change=0.0 => Floor (empty)
Time=1.2s | BaseRaw=649.4 | CurrentRaw=687.8 | Change=0.0 => Floor (empty)
Time=1.3s | BaseRaw=649.4 | CurrentRaw=698.0 | Change=0.0 => Floor (empty)
Time=1.4s | BaseRaw=649.4 | CurrentRaw=700.2 | Change=0.0 => Floor (empty)
Time=1.5s | BaseRaw=649.4 | CurrentRaw=708.2 | Change=0.0 => Floor (empty)
Time=1.6s | BaseRaw=649.4 | CurrentRaw=710.0 | Change=0.0 => Floor (empty)
Time=1.7s | BaseRaw=649.4 | CurrentRaw=714.8 | Change=0.0 => Floor (empty)
Time=1.8s | BaseRaw=649.4 | CurrentRaw=720.8 | Change=0.0 => Floor (empty)
Time=1.9s | BaseRaw=649.4 | CurrentRaw=718.2 | Change=0.0 => Floor (empty)
Time=2.0s | BaseRaw=649.4 | CurrentRaw=719.4 | Change=0.0 => Floor (empty)
Time=2.1s | BaseRaw=649.4 | CurrentRaw=712.8 | Change=0.0 => Floor (empty)
