ÿ=200.2 | Change=16.5 => Coffee
Time=74.8s | BaseRaw=216.7 | CurrentRaw=199.2 | Change=17.5 => Coffee
Initial floor measurement (5s)... Keep the sensor on the empty floor.
Collecting baseline... RawAvg=172.40
Collecting baseline... RawAvg=183.60
Collecting baseline... RawAvg=191.20
Collecting baseline... RawAvg=193.60
Collecting baseline... RawAvg=193.20
Collecting baseline... RawAvg=191.80
Collecting baseline... RawAvg=182.60
Collecting baseline... RawAvg=181.60
Collecting baseline... RawAvg=189.80
Collecting baseline... RawAvg=202.20
Collecting baseline... RawAvg=214.00
Collecting baseline... RawAvg=220.40
Collecting baseline... RawAvg=216.80
Collecting baseline... RawAvg=206.00
Collecting baseline... RawAvg=193.00
Collecting baseline... RawAvg=183.00
Collecting baseline... RawAvg=180.40
Collecting baseline... RawAvg=187.20
Collecting baseline... RawAvg=199.60
Collecting baseline... RawAvg=212.40
Collecting baseline... RawAvg=220.60
Collecting baseline... RawAvg=218.40
Collecting baseline... RawAvg=209.20
Collecting baseline... RawAvg=196.40
Collecting baseline... RawAvg=185.80
Collecting baseline... RawAvg=182.00
Collecting baseline... RawAvg=187.80
Collecting baseline... RawAvg=199.40
Collecting baseline... RawAvg=212.00
Collecting baseline... RawAvg=221.00
Collecting baseline... RawAvg=219.80
Collecting baseline... RawAvg=211.20
Collecting baseline... RawAvg=198.40
Collecting baseline... RawAvg=187.00
Collecting baseline... RawAvg=181.40
Collecting baseline... RawAvg=185.60
Collecting baseline... RawAvg=196.40
Collecting baseline... RawAvg=209.60
Collecting baseline... RawAvg=219.80
Collecting baseline... RawAvg=220.00
Collecting baseline... RawAvg=212.60
Collecting baseline... RawAvg=200.40
Collecting baseline... RawAvg=188.40
Collecting baseline... RawAvg=182.00
Collecting baseline... RawAvg=185.60
Collecting baseline... RawAvg=196.00
Collecting baseline... RawAvg=209.00
Collecting baseline... RawAvg=219.60
Collecting baseline... RawAvg=221.20
Collecting baseline... RawAvg=214.20

Baseline collection complete! Starting detection.
Final Base Raw Average = 199.71
--------------------------------------------------------------------------
Time=0.1s | BaseRaw=199.7 | CurrentRaw=188.8 | Change=10.9 => Water
Time=0.2s | BaseRaw=199.7 | CurrentRaw=190.0 | Change=9.7 => Water
Time=0.3s | BaseRaw=199.7 | CurrentRaw=184.0 | Change=15.7 => Coffee
Time=0.4s | BaseRaw=199.7 | CurrentRaw=194.0 | Change=5.7 => Water
Time=0.5s | BaseRaw=199.7 | CurrentRaw=193.4 | Change=6.3 => Water
Time=0.6s | BaseRaw=199.7 | CurrentRaw=205.2 | Change=0.0 => Floor (empty)
Time=0.7s | BaseRaw=199.7 | CurrentRaw=195.6 | Change=4.1 => Floor (empty)
Time=0.8s | BaseRaw=199.7 | CurrentRaw=200.8 | Change=0.0 => Floor (empty)
Time=0.9s | BaseRaw=199.7 | CurrentRaw=200.0 | Change=0.0 => Floor (empty)
Time=1.0s | BaseRaw=199.7 | CurrentRaw=200.2 | Change=0.0 => Floor (empty)
Time=1.1s | BaseRaw=199.7 | CurrentRaw=200.8 | Change=0.0 => Floor (empty)
Time=1.2s | BaseRaw=199.7 | CurrentRaw=199.2 | Change=0.5 => Floor (empty)
Time=1.3s | BaseRaw=199.7 | CurrentRaw=200.6 | Change=0.0 => Floor (empty)
Time=1.4s | BaseRaw=199.7 | CurrentRaw=199.2 | Change=0.5 => Floor (empty)
Time=1.5s | BaseRaw=199.7 | CurrentRaw=200.0 | Change=0.0 => Floor (empty)
Time=1.6s | BaseRaw=199.7 | CurrentRaw=200.2 | Change=0.0 => Floor (empty)
Time=1.7s | BaseRaw=199.7 | CurrentRaw=199.0 | Change=0.7 => Floor (empty)
Time=1.8s | BaseRaw=199.7 | CurrentRaw=200.8 | Change=0.0 => Floor (empty)
Time=1.9s | BaseRaw=199.7 | CurrentRaw=198.2 | Change=1.5 => Floor (empty)
Time=2.0s | BaseRaw=199.7 | CurrentRaw=199.4 | Change=0.3 => Floor (empty)
Time=2.1s | BaseRaw=199.7 | CurrentRaw=199.4 | Change=0.3 => Floor (empty)
Time=2.2s | BaseRaw=199.7 | CurrentRaw=198.8 | Change=0.9 => Floor (empty)
Time=2.3s | BaseRaw=199.7 | CurrentRaw=200.4 | Change=0.0 => Floor (empty)
Time=2.4s | BaseRaw=199.7 | CurrentRaw=197.8 | Change=1.9 => Floor (empty)
Time=2.5s | BaseRaw=199.7 | CurrentRaw=200.0 | Change=0.0 => Floor (empty)
Time=2.6s | BaseRaw=199.7 | CurrentRaw=199.4 | Change=0.3 => Floor (empty)
Time=2.7s | BaseRaw=199.7 | CurrentRaw=198.8 | Change=0.9 => Floor (empty)
Time=2.8s | BaseRaw=199.7 | CurrentRaw=200.0 | Change=0.0 => Floor (empty)
Time=2.9s | BaseRaw=199.7 | CurrentRaw=198.2 | Change=1.5 => Floor (empty)
Time=3.0s | BaseRaw=199.7 | CurrentRaw=200.0 | Change=0.0 => Floor (empty)
Time=3.1s | BaseRaw=199.7 | CurrentRaw=199.2 | Change=0.5 => Floor (empty)
Time=3.2s | BaseRaw=199.7 | CurrentRaw=199.8 | Change=0.0 => Floor (empty)
Time=3.3s | BaseRaw=199.7 | CurrentRaw=200.4 | Change=0.0 => Floor (empty)
Time=3.4s | BaseRaw=199.7 | CurrentRaw=198.8 | Change=0.9 => Floor (empty)
Time=3.5s | BaseRaw=199.7 | CurrentRaw=201.0 | Change=0.0 => Floor (empty)
Time=3.6s | BaseRaw=199.7 | CurrentRaw=199.2 | Change=0.5 => Floor (empty)
Time=3.7s | BaseRaw=199.7 | CurrentRaw=200.2 | Change=0.0 => Floor (empty)
Time=3.8s | BaseRaw=199.7 | CurrentRaw=200.4 | Change=0.0 => Floor (empty)
Time=3.9s | BaseRaw=199.7 | CurrentRaw=199.4 | Change=0.3 => Floor (empty)
Time=4.0s | BaseRaw=199.7 | CurrentRaw=201.0 | Change=0.0 => Floor (empty)
Time=4.1s | BaseRaw=199.7 | CurrentRaw=197.4 | Change=2.3 => Floor (empty)
Time=4.2s | BaseRaw=199.7 | CurrentRaw=199.2 | Change=0.5 => Floor (empty)
Time=4.3s | BaseRaw=199.7 | CurrentRaw=198.8 | Change=0.9 => Floor (empty)
Time=4.4s | BaseRaw=199.7 | CurrentRaw=197.8 | Change=1.9 => Floor (empty)
Time=4.5s | BaseRaw=199.7 | CurrentRaw=199.6 | Change=0.1 => Floor (empty)
Time=4.6s | BaseRaw=199.7 | CurrentRaw=197.2 | Change=2.5 => Floor (empty)
Time=4.7s | BaseRaw=199.7 | CurrentRaw=199.6 | Change=0.1 => Floor (empty)
Time=4.8s | BaseRaw=199.7 | CurrentRaw=198.6 | Change=1.1 => Floor (empty)
Time=4.9s | BaseRaw=199.7 | CurrentRaw=199.0 | Change=0.7 => Floor (empty)
Time=5.0s | BaseRaw=199.7 | CurrentRaw=199.8 | Change=0.0 => Floor (empty)
Time=5.1s | BaseRaw=199.7 | CurrentRaw=197.8 | Change=1.9 => Floor (empty)
Time=5.2s | BaseRaw=199.7 | CurrentRaw=200.2 | Change=0.0 => Floor (empty)
Time=5.3s | BaseRaw=199.7 | CurrentRaw=198.6 | Change=1.1 => Floor (empty)
Time=5.4s | BaseRaw=199.7 | CurrentRaw=199.6 | Change=0.1 => Floor (empty)
Time=5.5s | BaseRaw=199.7 | CurrentRaw=200.0 | Change=0.0 => Floor (empty)
Time=5.6s | BaseRaw=199.7 | CurrentRaw=198.8 | Change=0.9 => Floor (empty)
Time=5.7s | BaseRaw=199.7 | CurrentRaw=200.6 | Change=0.0 => Floor (empty)
Time=5.8s | BaseRaw=199.7 | CurrentRaw=197.0 | Change=2.7 => Floor (empty)
Time=5.9s | BaseRaw=199.7 | CurrentRaw=199.4 | Change=0.3 => Floor (empty)
Time=6.0s | BaseRaw=199.7 | CurrentRaw=199.6 | Change=0.1 => Floor (empty)
Time=6.1s | BaseRaw=199.7 | CurrentRaw=199.8 | Change=0.0 => Floor (empty)
Time=6.2s | BaseRaw=199.7 | CurrentRaw=203.6 | Change=0.0 => Floor (empty)
Time=6.3s | BaseRaw=199.7 | CurrentRaw=203.2 | Change=0.0 => Floor (empty)
Time=6.4s | BaseRaw=199.7 | CurrentRaw=208.6 | Change=0.0 => Floor (empty)
Time=6.5s | BaseRaw=199.7 | CurrentRaw=210.6 | Change=0.0 => Floor (empty)
Time=6.6s | BaseRaw=199.7 | CurrentRaw=214.6 | Change=0.0 => Floor (empty)
Time=6.7s | BaseRaw=199.7 | CurrentRaw=219.2 | Change=0.0 => Floor (empty)
Time=6.8s | BaseRaw=199.7 | CurrentRaw=221.2 | Change=0.0 => Floor (empty)
Time=6.9s | BaseRaw=199.7 | CurrentRaw=228.6 | Change=0.0 => Floor (empty)
Time=7.0s | BaseRaw=199.7 | CurrentRaw=230.4 | Change=0.0 => Floor (empty)
Time=7.1s | BaseRaw=199.7 | CurrentRaw=236.8 | Change=0.0 => Floor (empty)
Time=7.2s | BaseRaw=199.7 | CurrentRaw=241.8 | Change=0.0 => Floor (empty)
Time=7.3s | BaseRaw=199.7 | CurrentRaw=245.4 | Change=0.0 => Floor (empty)
Time=7.4s | BaseRaw=199.7 | CurrentRaw=251.6 | Change=0.0 => Floor (empty)
Time=7.5s | BaseRaw=199.7 | CurrentRaw=251.4 | Change=0.0 => Floor (empty)
Time=7.6s | BaseRaw=199.7 | CurrentRaw=256.6 | Change=0.0 => Floor (empty)
Time=7.7s | BaseRaw=199.7 | CurrentRaw=256.6 | Change=0.0 => Floor (empty)
Time=7.8s | BaseRaw=199.7 | CurrentRaw=256.4 | Change=0.0 => Floor (empty)
Time=7.9s | BaseRaw=199.7 | CurrentRaw=256.0 | Change=0.0 => Floor (empty)
Time=8.0s | BaseRaw=199.7 | CurrentRaw=251.0 | Change=0.0 => Floor (empty)
Time=8.1s | BaseRaw=199.7 | CurrentRaw=249.6 | Change=0.0 => Floor (empty)
Time=8.2s | BaseRaw=199.7 | CurrentRaw=243.2 | Change=0.0 => Floor (empty)
Time=8.3s | BaseRaw=199.7 | CurrentRaw=238.0 | Change=0.0 => Floor (empty)
Time=8.4s | BaseRaw=199.7 | CurrentRaw=232.6 | Change=0.0 => Floor (empty)
Time=8.5s | BaseRaw=199.7 | CurrentRaw=225.4 | Change=0.0 => Floor (empty)
Time=8.6s | BaseRaw=199.7 | CurrentRaw=222.6 | Change=0.0 => Floor (empty)
Time=8.7s | BaseRaw=199.7 | CurrentRaw=215.2 | Change=0.0 => Floor (empty)
Time=8.8s | BaseRaw=199.7 | CurrentRaw=214.6 | Change=0.0 => Floor (empty)
Time=8.9s | BaseRaw=199.7 | CurrentRaw=212.6 | Change=0.0 => Floor (empty)
Time=9.0s | BaseRaw=199.7 | CurrentRaw=211.2 | Change=0.0 => Floor (empty)
Time=9.1s | BaseRaw=199.7 | CurrentRaw=213.2 | Change=0.0 => Floor (empty)
Time=9.2s | BaseRaw=199.7 | CurrentRaw=210.4 | Change=0.0 => Floor (empty)
Time=9.3s | BaseRaw=199.7 | CurrentRaw=213.6 | Change=0.0 => Floor (empty)
Time=9.4s | BaseRaw=199.7 | CurrentRaw=213.0 | Change=0.0 => Floor (empty)
Time=9.5s | BaseRaw=199.7 | CurrentRaw=213.4 | Change=0.0 => Floor (empty)
Time=9.6s | BaseRaw=199.7 | CurrentRaw=214.6 | Change=0.0 => Floor (empty)
Time=9.7s | BaseRaw=199.7 | CurrentRaw=212.8 | Change=0.0 => Floor (empty)
Time=9.8s | BaseRaw=199.7 | CurrentRaw=215.6 | Change=0.0 => Floor (empty)
Time=9.9s | BaseRaw=199.7 | CurrentRaw=212.2 | Change=0.0 => Floor (empty)
Time=10.0s | BaseRaw=199.7 | CurrentRaw=214.0 | Change=0.0 => Floor (empty)
Time=10.1s | BaseRaw=199.7 | CurrentRaw=211.8 | Change=0.0 => Floor (empty)
Time=10.2s | BaseRaw=199.7 | CurrentRaw=215.4 | Change=0.0 => Floor (empty)
Time=10.3s | BaseRaw=199.7 | CurrentRaw=213.0 | Change=0.0 => Floor (empty)
Time=10.4s | BaseRaw=199.7 | CurrentRaw=213.6 | Change=0.0 => Floor (empty)
Time=10.5s | BaseRaw=199.7 | CurrentRaw=214.2 | Change=0.0 => Floor (empty)
Time=10.6s | BaseRaw=199.7 | CurrentRaw=215.0 | Change=0.0 => Floor (empty)
Time=10.7s | BaseRaw=199.7 | CurrentRaw=210.6 | Change=0.0 => Floor (empty)
Time=10.8s | BaseRaw=199.7 | CurrentRaw=217.0 | Change=0.0 => Floor (empty)
Time=10.9s | BaseRaw=199.7 | CurrentRaw=209.0 | Change=0.0 => Floor (empty)
Time=11.0s | BaseRaw=199.7 | CurrentRaw=218.6 | Change=0.0 => Floor (empty)
Time=11.1s | BaseRaw=199.7 | CurrentRaw=208.8 | Change=0.0 => Floor (empty)
Time=11.2s | BaseRaw=199.7 | CurrentRaw=219.6 | Change=0.0 => Floor (empty)
Time=11.3s | BaseRaw=199.7 | CurrentRaw=210.6 | Change=0.0 => Floor (empty)
Time=11.4s | BaseRaw=199.7 | CurrentRaw=219.2 | Change=0.0 => Floor (empty)
Time=11.5s | BaseRaw=199.7 | CurrentRaw=213.2 | Change=0.0 => Floor (empty)
Time=11.6s | BaseRaw=199.7 | CurrentRaw=217.0 | Change=0.0 => Floor (empty)
Time=11.7s | BaseRaw=199.7 | CurrentRaw=214.6 | Change=0.0 => Floor (empty)
Time=11.8s | BaseRaw=199.7 | CurrentRaw=213.4 | Change=0.0 => Floor (empty)
Time=11.9s | BaseRaw=199.7 | CurrentRaw=216.0 | Change=0.0 => Floor (empty)
Time=12.0s | BaseRaw=199.7 | CurrentRaw=210.2 | Change=0.0 => Floor (empty)
Time=12.1s | BaseRaw=199.7 | CurrentRaw=218.0 | Change=0.0 => Floor (empty)
Time=12.2s | BaseRaw=199.7 | CurrentRaw=209.4 | Change=0.0 => Floor (empty)
