In605.9 | CurrentRaw=600.4 | Change=5.5 => Water
Time=232=605.9 | CurrentRaw=594.0 | Change=11.9 => Water
Time=232.0s | BaseRaw=605.9 | CurrentRaw=600.4 | Change=5.5 => Water
Time=232.1âInitial floor measurement (5s)... Keep the sensor on the empty floor.
Collecting baseline... RawAvg=579.20
Collecting baseline... RawAvg=584.40
Collecting baseline... RawAvg=584.00
Collecting baseline... RawAvg=579.80
Collecting baseline... RawAvg=575.20
Collecting baseline... RawAvg=579.20
Collecting baseline... RawAvg=580.00
Collecting baseline... RawAvg=590.80
Collecting baseline... RawAvg=606.60
Collecting baseline... RawAvg=619.80
Collecting baseline... RawAvg=624.00
Collecting baseline... RawAvg=617.80
Collecting baseline... RawAvg=603.60
Collecting baseline... RawAvg=588.20
Collecting baseline... RawAvg=578.60
Collecting baseline... RawAvg=580.00
Collecting baseline... RawAvg=591.40
Collecting baseline... RawAvg=607.40
Collecting baseline... RawAvg=620.20
Collecting baseline... RawAvg=624.00
Collecting baseline... RawAvg=617.40
Collecting baseline... RawAvg=603.00
Collecting baseline... RawAvg=587.60
Collecting baseline... RawAvg=578.00
Collecting baseline... RawAvg=579.60
Collecting baseline... RawAvg=591.00
Collecting baseline... RawAvg=607.00
Collecting baseline... RawAvg=620.20
Collecting baseline... RawAvg=624.60
Collecting baseline... RawAvg=618.20
Collecting baseline... RawAvg=604.00
Collecting baseline... RawAvg=588.20
Collecting baseline... RawAvg=577.80
Collecting baseline... RawAvg=578.40
Collecting baseline... RawAvg=589.00
Collecting baseline... RawAvg=604.80
Collecting baseline... RawAvg=618.80
Collecting baseline... RawAvg=624.20
Collecting baseline... RawAvg=619.00
Collecting baseline... RawAvg=605.60
Collecting baseline... RawAvg=590.00
Collecting baseline... RawAvg=578.80
Collecting baseline... RawAvg=578.00
Collecting baseline... RawAvg=587.80
Collecting baseline... RawAvg=603.60
Collecting baseline... RawAvg=618.20
Collecting baseline... RawAvg=624.80
Collecting baseline... RawAvg=621.20
Collecting baseline... RawAvg=608.60
Collecting baseline... RawAvg=593.00

Baseline collection complete! Starting detection.
Final Base Raw Average = 599.09
--------------------------------------------------------------------------
Time=0.1s | BaseRaw=599.1 | CurrentRaw=574.4 | Change=24.7 => Coffee
Time=0.2s | BaseRaw=599.1 | CurrentRaw=574.6 | Change=24.5 => Coffee
Time=0.3s | BaseRaw=599.1 | CurrentRaw=590.0 | Change=9.1 => Water
Time=0.4s | BaseRaw=599.1 | CurrentRaw=591.6 | Change=7.5 => Water
Time=0.5s | BaseRaw=599.1 | CurrentRaw=598.6 | Change=0.5 => Floor (empty)
Time=0.6s | BaseRaw=599.1 | CurrentRaw=605.4 | Change=0.0 => Floor (empty)
Time=0.7s | BaseRaw=599.1 | CurrentRaw=602.6 | Change=0.0 => Floor (empty)
Time=0.8s | BaseRaw=599.1 | CurrentRaw=602.6 | Change=0.0 => Floor (empty)
Time=0.9s | BaseRaw=599.1 | CurrentRaw=601.2 | Change=0.0 => Floor (empty)
Time=1.0s | BaseRaw=599.1 | CurrentRaw=603.2 | Change=0.0 => Floor (empty)
Time=1.1s | BaseRaw=599.1 | CurrentRaw=601.0 | Change=0.0 => Floor (empty)
Time=1.2s | BaseRaw=599.1 | CurrentRaw=601.8 | Change=0.0 => Floor (empty)
Time=1.3s | BaseRaw=599.1 | CurrentRaw=601.2 | Change=0.0 => Floor (empty)
Time=1.4s | BaseRaw=599.1 | CurrentRaw=600.4 | Change=0.0 => Floor (empty)
Time=1.5s | BaseRaw=599.1 | CurrentRaw=602.0 | Change=0.0 => Floor (empty)
Time=1.6s | BaseRaw=599.1 | CurrentRaw=600.0 | Change=0.0 => Floor (empty)
Time=1.7s | BaseRaw=599.1 | CurrentRaw=601.6 | Change=0.0 => Floor (empty)
Time=1.8s | BaseRaw=599.1 | CurrentRaw=600.8 | Change=0.0 => Floor (empty)
Time=1.9s | BaseRaw=599.1 | CurrentRaw=600.8 | Change=0.0 => Floor (empty)
Time=2.0s | BaseRaw=599.1 | CurrentRaw=602.0 | Change=0.0 => Floor (empty)
Time=2.1s | BaseRaw=599.1 | CurrentRaw=600.4 | Change=0.0 => Floor (empty)
Time=2.2s | BaseRaw=599.1 | CurrentRaw=602.0 | Change=0.0 => Floor (empty)
Time=2.3s | BaseRaw=599.1 | CurrentRaw=600.6 | Change=0.0 => Floor (empty)
Time=2.4s | BaseRaw=599.1 | CurrentRaw=600.8 | Change=0.0 => Floor (empty)
Time=2.5s | BaseRaw=599.1 | CurrentRaw=601.8 | Change=0.0 => Floor (empty)
Time=2.6s | BaseRaw=599.1 | CurrentRaw=600.6 | Change=0.0 => Floor (empty)
Time=2.7s | BaseRaw=599.1 | CurrentRaw=602.2 | Change=0.0 => Floor (empty)
Time=2.8s | BaseRaw=599.1 | CurrentRaw=600.4 | Change=0.0 => Floor (empty)
Time=2.9s | BaseRaw=599.1 | CurrentRaw=600.8 | Change=0.0 => Floor (empty)
Time=3.0s | BaseRaw=599.1 | CurrentRaw=601.2 | Change=0.0 => Floor (empty)
Time=3.1s | BaseRaw=599.1 | CurrentRaw=600.0 | Change=0.0 => Floor (empty)
Time=3.2s | BaseRaw=599.1 | CurrentRaw=601.6 | Change=0.0 => Floor (empty)
Time=3.3s | BaseRaw=599.1 | CurrentRaw=600.0 | Change=0.0 => Floor (empty)
Time=3.4s | BaseRaw=599.1 | CurrentRaw=600.8 | Change=0.0 => Floor (empty)
Time=3.5s | BaseRaw=599.1 | CurrentRaw=601.0 | Change=0.0 => Floor (empty)
Time=3.6s | BaseRaw=599.1 | CurrentRaw=600.0 | Change=0.0 => Floor (empty)
Time=3.7s | BaseRaw=599.1 | CurrentRaw=601.8 | Change=0.0 => Floor (empty)
Time=3.8s | BaseRaw=599.1 | CurrentRaw=600.2 | Change=0.0 => Floor (empty)
Time=3.9s | BaseRaw=599.1 | CurrentRaw=601.2 | Change=0.0 => Floor (empty)
Time=4.0s | BaseRaw=599.1 | CurrentRaw=601.0 | Change=0.0 => Floor (empty)
Time=4.1s | BaseRaw=599.1 | CurrentRaw=600.2 | Change=0.0 => Floor (empty)
Time=4.2s | BaseRaw=599.1 | CurrentRaw=601.8 | Change=0.0 => Floor (empty)
Time=4.3s | BaseRaw=599.1 | CurrentRaw=600.0 | Change=0.0 => Floor (empty)
Time=4.4s | BaseRaw=599.1 | CurrentRaw=601.2 | Change=0.0 => Floor (empty)
Time=4.5s | BaseRaw=599.1 | CurrentRaw=600.4 | Change=0.0 => Floor (empty)
Time=4.6s | BaseRaw=599.1 | CurrentRaw=600.0 | Change=0.0 => Floor (empty)
Time=4.7s | BaseRaw=599.1 | CurrentRaw=601.4 | Change=0.0 => Floor (empty)
Time=4.8s | BaseRaw=599.1 | CurrentRaw=599.6 | Change=0.0 => Floor (empty)
Time=4.9s | BaseRaw=599.1 | CurrentRaw=601.2 | Change=0.0 => Floor (empty)
Time=5.0s | BaseRaw=599.1 | CurrentRaw=600.0 | Change=0.0 => Floor (empty)
Time=5.1s | BaseRaw=599.1 | CurrentRaw=600.2 | Change=0.0 => Floor (empty)
Time=5.2s | BaseRaw=599.1 | CurrentRaw=601.4 | Change=0.0 => Floor (empty)
Time=5.3s | BaseRaw=599.1 | CurrentRaw=599.6 | Change=0.0 => Floor (empty)
Time=5.4s | BaseRaw=599.1 | CurrentRaw=601.6 | Change=0.0 => Floor (empty)
Time=5.5s | BaseRaw=599.1 | CurrentRaw=599.6 | Change=0.0 => Floor (empty)
Time=5.6s | BaseRaw=599.1 | CurrentRaw=600.2 | Change=0.0 => Floor (empty)
Time=5.7s | BaseRaw=599.1 | CurrentRaw=601.0 | Change=0.0 => Floor (empty)
Time=5.8s | BaseRaw=599.1 | CurrentRaw=599.8 | Change=0.0 => Floor (empty)
Time=5.9s | BaseRaw=599.1 | CurrentRaw=602.0 | Change=0.0 => Floor (empty)
Time=6.0s | BaseRaw=599.1 | CurrentRaw=600.0 | Change=0.0 => Floor (empty)
Time=6.1s | BaseRaw=599.1 | CurrentRaw=601.2 | Change=0.0 => Floor (empty)
Time=6.2s | BaseRaw=599.1 | CurrentRaw=601.8 | Change=0.0 => Floor (empty)
Time=6.3s | BaseRaw=599.1 | CurrentRaw=601.0 | Change=0.0 => Floor (empty)
Time=6.4s | BaseRaw=599.1 | CurrentRaw=603.4 | Change=0.0 => Floor (empty)
